title,part_of_speech,definition,current_etymology
առողջապահական,adjective,"['pertaining to the maintenance of health; hygienic, sanitary.']",
առողջապահութիւն,noun,"['hygiene, sanitation.']",
առողջարարական,adjective,"['Health-giving, health-promoting, beneficial to health, healthful.']",
առողջութիւն,noun,"['health, recovery, soundness.']",
ասացուածք,noun,"['expression, saying, phraseology, form of speech, proverb, term; diction.']",
աստիճանաբար,adverb,"['gradually, by degrees, little by little, poco à poco, more and more.']",
աստղագիտութիւն,noun,"['astrology, astrognosy.']",
աստղանաւորդ,noun,['astronaut.'],
աստուածաբանութիւն,noun,['theology.'],
աստուածահաճոյ,adjective,['pleasing or acceptable to God.'],
աստուածային,adjective,"['divine, godlike, heavenly.']",
ատամնաբուժութիւն,noun,"['dentistry, odontotherapy.']",
ատելութիւն,noun,"['hate, hatred, detestation, rancour, aversion.']",
ատենագրութիւն,noun,"['report, statement, minutes of a meeting, proceeding, protocol.']",
արագութիւն,noun,"['speed, velocity, swiftness, rapidity.']",
արատաւորել,verb,"['to stain, to blemish, to speck, to flaw, to tarnish, to deface, to distain.']",
արարողութիւն,noun,"['ceremony, celebration, rite.']",
արարչագործութիւն,noun,"['creation, creatorship.']",
արգասաբեր,adjective,"['fertile, rich, productive; creative, prolific, productive.']",
արգասաւորումն,noun,['fertilization; the act of making something more fruitful or productive.'],
արդարադատութիւն,noun,"['equitable judgment, uprightness.']",
արդարակշիռ,adjective,"['just, equitable, fair, upright.']",
արդարամիտ,adjective,"['just, one who judges fairly, fair-minded, even-minded, upright, honest.']",
արդարանալ,verb,"['to be justified, sanctified; to be righteous.']",
արդարանալի,adjective,"['justifiable, excusable, exculpable.']",
արդարացուիլ,verb,"['To be declared innocent or just; To be granted a right; to be deemed justified; To be proven, subs",
արդարացումն,noun,['justification; excuse.'],
արդարութիւն,noun,['justice.'],
արդարօրէն,adverb,"['rightly, equitably.']",
արդիականացնել,verb,['to modernize.'],
արդիականացումն,noun,['modernization.'],
արդիականութիւն,noun,['modernism.'],
արդիւնաբերական,adjective,['Industrial; pertaining to industry; Productive; manufacturing; production-related.'],
արդիւնաբերել,verb,"['to produce, to bring forth.']",
արդիւնաբերութիւն,noun,['industry.'],
արդիւնաւէտ,adjective,"['very fruitful, very productive, meritorious.']",
արդիւնաւոր,adjective,"['meritorious, useful, fruitful.']",
արդիւնաւորել,verb,"['to produce a result, to create something useful as the outcome of work; to make fertile, to cause ",
արդիւնաւորուիլ,verb,"['to be produced, to be created as the outcome of work; to be made fertile, to be cultivated; to be ",
արեւելագիտութիւն,noun,['Oriental studies.'],
արեւելահայ,noun,['an Eastern Armenian person; of or relating to the Eastern Armenian language or Eastern Armenian pe,
արեւելահայերէն,noun,['the Eastern Armenian language; in the EA language; relating to or written in the EA language.'],
արեւելեան,adjective,"['oriental, eastern.']",
արեւմուտք,noun,"['West; The point in the sky where the sun sets below the horizon; The western direction; The West, ",
արեւմտահայ,adjective,['a Western Armenian; of or relating to the Western Armenian language or Western Armenians.'],
արեւմտահայերէն,adverb,['the Western Armenian language; in the WA language; relating to the WA language.'],
արեւմտեան,adjective,['western.'],
արեւշատութիւն,noun,"['longevity; toast, health.']",
արժանաբար,adverb,"['honorably, worthily, deservedly, meritedly.']",
արժանապատուութիւն,noun,"['dignity, honourableness; eminence; fame, reverence.']",
արժանաւորապէս,adverb,"['meritoriously, deservedly, worthily.']",
արժանաւորութիւն,noun,"['meritoriousness, worthiness, dignity, merit, worth, deservedness.']",
արժեւորել,verb,"['to estimate, to value; to appreciate, to appraise; to raise the value, price of; to esteem.']",
արժեւորումն,noun,"['appreciation, valuing; appraisal, valuation, assessment, evaluation.']",
արժէքային,adjective,"['relating to or characteristic of value, value-based.']",
արժէքաւոր,noun,['valuable; something of value.'],
արժողութիւն,noun,"['value, price.']",
արիութիւն,noun,"['virility, virile-age: manhood, bravery, valour, firmness, courage.']",
արիւնաթոր,adjective,"['bleeding, blood-dripping, hemorrhaging; describes something from which blood is oozing, trickling,",
արիւնահեղ,adjective,"['blood-shedding, murderous, bloodthirsty; where a lot of blood is spilled, bloody.']",
արիւնահեղութիւն,noun,"['bloodshed, bloodiness, carnage, massacre.']",
արիւնկզակ,adjective,"['bloodthirsty, blood-minded, bloody.']",
արծաթագործ,noun,"['silversmith; silver-made, silver.']",
արծարծումն,noun,"['alimentation, stirring up, animation, kindling, fomentation.']",
արկածաբեր,adjective,"['adventurous, full of adventure, full of surprises, full of tribulation.']",
արկածալից,adjective,"['adventurous, full of adventure, full of surprises, full of tribulation.']",
արկածախնդրութիւն,noun,['adventure.'],
արհամարհական,adjective,"['contemptuous, scornful, disdainful.']",
արհամարհանք,noun,"['contempt, disdain, scorn, offence, injury.']",
արհամարհելի,adjective,"['despisable, despicable, contemptible, vile.']",
արհամարհոտ,adjective,"['disdainful, scornful, contemptuous, prideful.']",
արհեստագէտ,noun,['technician; technologist.'],
արհեստագիտական,adjective,['technical; technological.'],
արհեստագիտութիւն,noun,['craftsmanship; technology.'],
արհեստականօրէն,adverb,['Artificially; in an artificial manner; by artificial means.'],
արհեստավարժ,adjective,['experienced in a craft or trade; skilled and proficient; professional.'],
արհեստաւոր,noun,"['artisan, artist, craftsman.']",
արձագանգել,verb,"['to echo, to reverberate.']",
արձակագիր,noun,"['prose-writer, prosaist.']",
արձակուիլ,verb,"['to be released, to become detached, untied, loosened, unbound, to be freed.']",
արձակումն,noun,"['release, discharge, dismissal, launch; clearing off, acquittal; disbanding, divorce.']",
արձանագրութիւն,noun,"['registration; inscription; enrollment, acts, deed.']",
արձանագրուիլ,verb,"['to be registered, recorded, inscribed, entered, enlisted, enrolled, written.']",
արմատական,noun,"['pertaining to the root; located at the root, prime, primary; fundamental, foundational, decisive, ",
արմատապէս,adverb,"['fundamentally, radically, thoroughly, completely, essentially, profoundly.']",
արմատացումն,noun,"['rooting, anchoring, establishment, implantation, ingraining, settling.']",
արմատաւորումն,noun,"['rooting, grounding, establishment.']",
արուարձան,noun,"['outskirt, suburb, burrow.']",
արուեստագէտ,noun,"['artist, artisan, master; virtuoso.']",
արուեստական,adjective,"['artificial, false, made-up; artistic; technical, factitious.']",
արտաբերել,verb,"['to speak, to utter, to pronounce, to mutter, to produce.']",
արտաբերումն,noun,"['pronunciation, recitation.']",
արտադրողական,adjective,"['pertaining to production, productive.']",
արտադրութիւն,noun,"['production, product, produce.']",
արտայայտել,verb,"['to express, to declare, to indicate, to utter.']",
արտայայտութիւն,noun,['expression.'],
արտայայտուիլ,verb,"['to be expressed, declared, indicated; to speak, to express oneself.']",
արտասահմանեան,adjective,['exterritorial; pertaining to or located abroad.'],
արտասանութիւն,noun,"['recitation, pronunciation, declamation.']",
արտատպուիլ,verb,['To be reprinted.'],
արտատպումն,noun,"['Reproduction, reprinting, republication.']",
արտացոլումն,noun,['reflection.'],
արտաքնապէս,adverb,"['externally, outwardly; in appearance.']",
արտաքսուիլ,verb,"['To be expelled; to be removed, driven out, or dismissed (from a job, place, etc.) because of a fau",
արտաքսումն,noun,"['expulsion, ejection, exclusion.']",
արտօնութիւն,noun,"['warrant, authorization, permission, leave.']",
արքայութիւն,noun,"['արքայութիւն (kingdom, kingship, royalty, regality, reign, paradise, heaven.']",
աւանդաբար,adverb,['traditionally.'],
աւանդական,adjective,['traditional; something that is traditional.'],
աւանդապահ,adjective,"['Tradition-preserving; one who keeps traditions, follows ancestral customs; conservative in the sen",
աւանդապահութիւն,noun,['The state or quality of being tradition-preserving; traditionalism.'],
աւանդութիւն,noun,['tradition.'],
աւանդուիլ,verb,"['to be entrusted, bequeathed, deposited, consigned, rendered, transmitted, delivered.']",
աւելցուիլ,verb,"['to be added, augmented, joined, increased.']",
աւետարանական,adjective,['evangelical.'],
աքսորուիլ,verb,"['to be exiled, banished, sent away.']",
բաբախումն,noun,"['palpitation, beating of the heart, pulsation, pulse.']",
բազմաբեղուն,adjective,"['productive, fruitful, very fertile, very abundant.']",
բազմադարեան,adjective,"['of many centuries, of several ages, centuries-old, centennial.']",
բազմազբաղութիւն,noun,['The state of being very busy; busyness; being occupied with many tasks.'],
բազմակողմանի,adverb,"['multiple, multilateral, many-sided, multifaceted.']",
բազմահմուտ,adjective,"['erudite, very learned, polymath.']",
բազմաչարչար,adjective,"['greatly tormented or having endured much suffering; that which causes great suffering or hardship,",
բազմապատկութիւն,noun,['multiplication.'],
բազմապատկուիլ,verb,['to be multiplied.'],
բազմապիսի,adjective,"['diverse, various, varied, of many forms.']",
բազմավաստակ,adjective,"['laborious; meritorious, very fruitful.']",
բազմատեսակ,adjective,['Having many types; multiform; diverse; of various kinds; various; (Zoological/Botanical) A classif,
բազմարդիւն,adjective,"['producing or having many results; fruitful, highly productive, effective, very fertile, meritoriou",
բազմացնել,verb,"['to increase, to multiply, to augment.']",
բազմացումն,noun,"['proliferation, multiplication, propagation, increase.']",
բազմութիւն,noun,"['multitude, crowd.']",
բաժանորդագրութիւն,noun,"['subscription, participation, share.']",
բաժանումն,noun,"['division; distribution, disunion; department, compartment; separation; partition.']",
բաժնեթուղթ,noun,['share.'],
բախտաւորութիւն,noun,"['luckiness, happiness, luck, prosperousness.']",
բաղադրութիւն,noun,"['composition, combination, synthesis, formation, compound.']",
բաղդատաբար,adverb,['comparatively.'],
բաղդատութիւն,noun,['comparison; confrontation.'],
բաղկացնել,verb,"['to compose, to compound, to constitute.']",
բաղկացուցիչ,adjective,"['constituent, composing, constitutive, integral; ingredient, component.']",
բանադրուիլ,verb,"['to be anathematized, excommunicated, unchurched.']",
բանախօսել,verb,"['to lecture, to speak publicly, to prelect, to speak, to harangue.']",
բանախօսութիւն,noun,"['speech, address, oration, harangue, discourse.']",
բանականութիւն,noun,"['reason, intellect, mind, sense, judgement, rationality.']",
բանակավայր,noun,"['campsite, campground.']",
բանակումն,noun,"['camping, encampment.']",
բանակցութիւն,noun,"['conference, parley, negotiation.']",
բանահիւսութիւն,noun,"['poetics, poesy, poetry, composition.']",
բանաձեւել,verb,"['to formulate, to formularize, to formulize.']",
բանաձեւուիլ,verb,"['to be formulated, formularized, formulized.']",
բանաձեւումն,noun,"['formulation, formularization, formulization.']",
բանասիրական,adjective,"['philological, belletristic.']",
բանաստեղծութիւն,noun,"['poetry, poesy, poetics.']",
բանսարկութիւն,noun,"['slander, malicious gossip, calumny; the quality or act of being a slanderer; slanderous behavior; ",
բանտարկութիւն,noun,"['imprisonment, confinement.']",
բանտարկուիլ,verb,"['to be imprisoned, confined, detained, jailed, incarcerated.']",
բարբարոսութիւն,noun,"['barbarity, cruelty, savageness, rudeness.']",
բարգաւաճեցնել,verb,"['to cause to prosper, flourish, develop, blossom, thrive.']",
բարգաւաճիլ,verb,"['to prosper, to flourish, to develop, to blossom, to thrive.']",
բարգաւաճումն,noun,"['prosperity, flourishing, thriving.']",
բարդութիւն,noun,"['accumulation, heap, composition; complication.']",
բարեացակամ,adjective,"['benevolent, kind, wishing well to someone; favorable, well-disposed, having a positive or favorabl",
բարեացակամութիւն,noun,"['goodwill, benevolence.']",
բարեբախտութիւն,noun,"['happiness, luck, luckiness, chance, fortune, prosperity.']",
բարեգործութիւն,noun,"['beneficence, bounty, philanthropy, charity, well-doing, munificence.']",
բարելաւել,verb,"['to ameliorate, to improve, to better.']",
բարելաւութիւն,noun,"['the state of being excellent, refined, or well-optimized; excellence, well-being; the act of impro",
բարելաւումն,noun,"['improvement, advance, enhancement, amendment.']",
բարեխառնել,verb,"['to temper, to modify, to allay.']",
բարեխղճութիւն,noun,"['conscientiousness, diligence.']",
բարեխղճօրէն,adverb,"['scrupulously, conscientiously.']",
բարեկամաբար,adverb,"['amiably, amicably, friendly.']",
բարեկամութիւն,noun,"['friendship, amity, affection, familiarity.']",
բարեկարգել,verb,"['to reform, to put in order, to discipline.']",
բարեկարգութիւն,noun,"['reform, reformation, good order, discipline.']",
բարեկարգումն,noun,"['reform, improvement.']",
բարեկեցիկ,adjective,"['well-off, well-to-do, commodious, convenient, comfortable.']",
բարեկեցութիւն,noun,"['comfort, prosperity, welfare, prosperousness.']",
բարեկրթութիւն,noun,"['Politeness, civility, refined manners; the quality of being well-mannered or cultured.']",
բարեհաճութիւն,noun,"['consent, assent, approbation, benevolence.']",
բարեմաղթութիւն,noun,"['wish, good wish, toast, health.']",
բարեմասնութիւն,noun,"['qualification, quality, good fortune, perfection.']",
բարեմտութիւն,noun,"['ingenuousness, bonhomie, good nature, indulgence.']",
բարենորոգել,verb,['To renovate or reform with the aim of improvement; to give a better form; to abolish old systems a,
բարենորոգումն,noun,"['reform, reformation.']",
բարենպաստ,adjective,"['good and beneficial; favorable, opportune, appropriate, well-suited, or advantageous.']",
բարեշրջումն,noun,"['evolution, improvement.']",
բարեպաշտութիւն,noun,"['piety, godliness, devotion, devoutness, religiousness.']",
բարեսիրաբար,adverb,"['Kindly, benevolently, charitably, graciously, in a kindly manner.']",
բարեսիրական,adjective,"['related to charity, philanthropy, or benevolence; charitable, philanthropic, benevolent.']",
բարերարութիւն,noun,"['bounty, kindness, beneficence, munificence; philanthropy.']",
բարեփոխել,verb,"['to introduce changes with the aim of improvement; to modify towards a better state; to reform, to ",
բարեփոխութիւն,noun,"['amendment, improvement, revision, enhancement, modification.']",
բարկութիւն,noun,"['anger, wrath, indignation, passion, vexation, indignation, ire, protestation.']",
բարձրագոյն,adjective,"['highest, superior, upper; topmost.']",
բարձրաղաղակ,adjective,"['loud-voiced, in a loud voice, aloud, loudly, resounding, sonorous.']",
բարձրացումն,noun,"['raising, elevation, promotion, lifting up, advance.']",
բարձրութիւն,noun,"['altitude, height, highness, grandeur, elevation.']",
բարձրօրէն,adverb,"['highly, distinguishedly, eminently.']",
բարոյականութիւն,noun,"['morality, ethics, moralism; character.']",
բարոյապէս,adverb,['morally.'],
բարութիւն,noun,"['goodness, kindness, benignity, clemency, probity.']",
բարօրութիւն,noun,"['prosperity, well-being, welfare, happiness.']",
բացագանչել,verb,"['to cry out, to exclaim.']",
բացագանչութիւն,noun,"['exclamation, expression of surprise, pain.']",
բացակայութիւն,noun,"['absence, nonresidence, distance.']",
բացականչութիւն,noun,"['exclamation, expression of surprise, pain.']",
բացայայտել,verb,"['to manifest, to explain, to declare, to reveal, to expose, to make evident.']",
բացայայտուիլ,verb,"['to be manifested, explained, declared, revealed, exposed, to be made evident.']",
բացայայտօրէն,adverb,"['evidently, explicitly, obviously, glaringly.']",
բացառապէս,adverb,"['as an exception, exceptionally; all without exception; only, exclusively.']",
բացառութիւն,noun,"['exception, abstraction.']",
բացատրուիլ,verb,"['to be explained, set forth, expressed, illustrated.']",
բացարձակապէս,adverb,"['absolutely, indispensably, boldly.']",
բաւականանալ,verb,"['to suffice; to be satisfied with, to be content.']",
բաւականութիւն,noun,"['Sufficiency, having enough, being adequate in quantity; Contentment, satisfaction, being pleased; ",
բաւարարել,verb,['to satisfy.'],
բաւարարութիւն,noun,"['satisfaction, sufficiency.']",
բաւարարուիլ,verb,['to be satisfied.'],
բեղմնաւոր,adjective,"['fertile, fruitful, fecund, prolific, copious, abundant.']",
բեղմնաւորումն,noun,"['fertilization, fecundation, fecundity.']",
բեմադրութիւն,noun,"['staging, production.']",
բեմադրուիլ,verb,"['to be staged, to be directed.']",
բեմայարդարումն,noun,"['stage decoration, stage design, set design.']",
բերկրութիւն,noun,"['joy, mirth, contentment, pleasure, gaiety, merriness.']",
բժշկութիւն,noun,"['healing, recovery; cure, medicine; physic, attendance.']",
բիւզանդական,adjective,"['Byzantine, Byzantine style, byzantian.']",
բիւրեղանալ,verb,['to crystallize; to candy; to become refined.'],
բծախնդրութիւն,noun,"['meticulousness, preciseness, chicanery, cavilling, quibbling.']",
բծախնդրօրէն,adverb,"['meticulously, punctiliously.']",
բղջախոհութիւն,noun,['lewdness.'],
բնագիտութիւն,noun,"['physics, natural philosophy.']",
բնազանցութիւն,noun,['metaphysics.'],
բնազդաբար,adverb,['instinctively.'],
բնականաբար,adverb,['naturally.'],
բնակավայր,noun,"['domicile, abode, residence, dwelling place.']",
բնակարանային,adjective,"['residential, pertaining to an apartment, dwelling place, home, residence.']",
բնակութիւն,noun,"['residence, habitation, abode.']",
բնակչութիւն,noun,['population.'],
բնաջնջուիլ,verb,"['to be annihilated, to be exterminated.']",
բնաջնջումն,noun,"['extermination, annihilation.']",
բնաւորութիւն,noun,"['nature, character, habit, custom, disposition.']",
բնորոշուիլ,verb,"['to be specified, described, characterized, depicted, portrayed, represented.']",
բնորոշումն,noun,"['characterization, description.']",
բնութագիր,noun,['description of character.'],
բնութագրուիլ,verb,"[""to have one's nature or character be described, to be characterized, to be portrayed.""]",
բնութագրումն,noun,['characterization.'],
բոլորուիլ,verb,"['to complete a cycle, to be fulfilled; to become circular, to take on a round shape; to gather in a",
բողոքական,noun,['Protestant.'],
բովանդակել,verb,"['to include, to comprehend, to contain, to comprise, to enclose.']",
բովանդակութիւն,noun,['contents.'],
բորբոքուիլ,verb,"['to be kindled, to be set alight, to be inflamed, to be incensed, provoked, fomented; to have infla",
բռնաբարուիլ,verb,"['to be forced, violated, ravished, constrained; to be raped; to be invaded.']",
բռնագրաւել,verb,"['to confiscate, to take, conquer, seize by force, to deforce.']",
բռնագրաւուիլ,verb,"['to be confiscated, to be taken, conquered, seized by force.']",
բռնադատեալ,adjective,"['forced, constrained; forcefully, under force, under duress.']",
բռնադատումն,noun,"['forcing, compelling, violence, constraint, coercion.']",
բռնակալութիւն,noun,"['despotism, tyranny.']",
բռնապետական,adjective,"['despotic, tyrannical, masterful.']",
բռնապետութիւն,noun,"['Usurped and unlawful absolute power; tyranny; Severe, despotic rule; arbitrary domination.']",
բռնատիրութիւն,noun,"['dictatorship, tyranny, despotism, form of rule through the use of force and violence.']",
բռնկեցնել,verb,"['to cause something to catch fire, to ignite, to set on fire, to incite, to inflame; to provoke.']",
բռնութիւն,noun,"['constraint, force, violence, vehemence, tyranny.']",
բրտութիւն,noun,"['pottery, ceramics.']",
գագաթնակէտ,noun,['zenith.'],
գազանութիւն,noun,"['ferocity, fierceness, brutality, atrocity.']",
գալարումն,noun,"['crinkle, twining, rolling up, twisting, convolution, torsion, twist, distortion.']",
գահակալութիւն,noun,"[""enthronement, accession; one's period of rule, reign.""]",
գաղափարաբանական,adjective,['ideological.'],
գաղափարաբանութիւն,noun,['ideology.'],
գաղափարախօս,noun,"['ideologue, ideological, advocate of an ideology; a person who advocates, promotes, or defends a pa",
գաղափարախօսութիւն,noun,['ideology.'],
գաղափարական,adjective,"['ideal, visionary, idealist; ideologue; principles, vision, ideals.']",
գաղափարականութիւն,noun,['idealism.'],
գաղափարաշունչ,adjective,"['containing an idealistic spirit, filled with ideals, ideological, idealistic.']",
գաղափարապաշտութիւն,noun,['idealism.'],
գաղթականութիւն,noun,"['emigration, migration; migrants, immigrants.']",
գաղթաշխարհ,noun,"['diaspora, countries where emigrants have settled.']",
գաղթավայր,noun,"['colony, settlement.']",
գաղութային,adjective,"['pertaining to or occurring in the colony, settlement, community.']",
գաղութատիրութիւն,noun,['colonialism.'],
գաղտագողի,adjective,"['furtive, privately, by stealth, secretly.']",
գաղտնաբար,adverb,"['secretly, in secret.']",
գաղտնօրէն,adverb,"['secretly, in secret.']",
գայթակղիլ,verb,"['to stumble; to be tempted, to be seduced, to be enticed.']",
գայթակղութիւն,noun,"['scandal, shame, dismay.']",
գաւառաբարբառ,noun,['dialect of a particular province or region.'],
գեղագիտական,adjective,"['aesthetic, esthetic.']",
գեղաճաճանչ,adjective,"['radiant, brilliant, shining, sparkling.']",
գեղանկարիչ,noun,['fine art painter.'],
գեղանկարչութիւն,noun,['the fine art of painting and drawing.'],
գեղարուեստ,noun,['fine arts.'],
գեղարուեստական,adjective,['pertaining to the fine arts.'],
գեղեցկանալ,verb,"['to become beautiful, to gain a pleasing appearance, shape, or color.']",
գեղեցկացնել,verb,"['to embellish, to beautify, to adorn, to garnish, to gild, to prettify.']",
գեղեցկութիւն,noun,['beauty.'],
գեղեցկօրէն,adverb,"['elegantly, beautifully.']",
գետնայարկ,noun,['ground floor; located at the ground floor.'],
գերագահութիւն,noun,"['supremacy, primacy.']",
գերազանցապէս,adverb,"['eminently, excellently, supremely.']",
գերազանցել,verb,"['to surpass, to excel, to exceed, to outdo, to transcend.']",
գերազանցելի,adjective,['surpassable.'],
գերազանցիկ,noun,"['a student who studies well, has high marks, an ""A"" student.']",
գերազանցութիւն,noun,"['excellence, eminence, sublimity.']",
գերազանցօրէն,adverb,"['excellently, distinguishedly, predominantly, primely.']",
գերակատարել,verb,"['to complete fully; to accomplish more than the designated or required amount, to overfulfill.']",
գերակշռել,verb,"['to outweigh, to predominate, to preponderate.']",
գերակշռութիւն,noun,"['predominance, preponderance, prevalence.']",
գերեզմանային,adjective,['cemeterial.'],
գերիշխանութիւն,noun,"['suzerainty, sovereignty.']",
գերութիւն,noun,"['captivity, servitude, bondage, slavery, enslavement.']",
գինովութիւն,noun,"['drunkenness, intoxication, ebriety.']",
գինովցնել,verb,['To intoxicate; to make drunk; to inebriate; to get someone drunk.'],
գիտականօրէն,adverb,['scientifically.'],
գիտակցութիւն,noun,"['consciousness, conscience, knowledge, self-sureness, self-knowledge.']",
գիտակցօրէն,adverb,"['consciously, conscientiously.']",
գիտութիւն,noun,"['science, knowledge.']",
գիւղատնտեսական,adjective,['agronomic.'],
գիւղացիութիւն,noun,['being a villager; the part of the population representing villagers.'],
գլխաւորաբար,adverb,"['principally, chiefly, mainly.']",
գլխաւորապէս,adverb,"['principally, chiefly, mainly.']",
գլխաւորել,verb,"['to accomplish, to terminate, to achieve, to finish; to head, to stand at the helm, to lead, to dir",
գլխաւորութիւն,noun,"['primacy, supremacy, superiority, priority; leadership, guidance.']",
գծագրութիւն,noun,"['painting, drawing, design, dash, trace, sketch.']",
գծագրուիլ,verb,"['to be drawn, sketched, delineated, designed, drafted, graphed, planned, penciled.']",
գնահատանք,noun,"['valuation, estimation, estimate, appreciation, appraising.']",
գնահատութիւն,noun,"['valuation, estimation, estimate, appreciation, appraising.']",
գնահատուիլ,verb,"['to be appreciated, to be estimated, to be valued, to be rated, to be assessed.']",
գնահատումն,noun,"['valuation, estimation, estimate, appreciation, appraising.']",
գոհացումն,noun,"['satisfaction, gratification.']",
գոհացուցիչ,adjective,"['gratifying, satisfactory.']",
գոհութիւն,noun,"['thanks, satisfaction, contentment, blessing, grace.']",
գոհունակութիւն,noun,"['thanks, satisfaction, contentment, blessing.']",
գողութիւն,noun,"['robbery, theft, robbing, housebreaking.']",
գոյակցութիւն,noun,"['consubstantiation, coexistence.']",
գոյապայքար,noun,"['existential struggle; struggle to live, to survive.']",
գոյավիճակ,noun,"['status quo, state, situation, condition, circumstances.']",
գոյատեւել,verb,"['to exist, to survive.']",
գոյատեւութիւն,noun,"['continued survival, continued existence, continuity.']",
գոյատեւումն,noun,"['continued survival, continued existence, continuity.']",
գոյութիւն,noun,"['being, existence, substance, reality, goods.']",
գոռոզանալ,verb,"['to become arrogant, to swell with pride, to act haughtily, to act proud.']",
գովաբանական,adjective,"['panegyrical, laudatory.']",
գովաբանել,verb,"['to praise, to extol, to eulogize, to laud.']",
գովերգութիւն,noun,"['praise, praise through singing.']",
գործադրել,verb,"['to execute, to practice, to exercise, to perform, to do, to fulfill.']",
գործադրութիւն,noun,"['effect, execution, performance, carrying out.']",
գործադրուիլ,verb,"['to take effect, to be executed, to be performed.']",
գործածութիւն,noun,"['use, usage, practice, treatment.']",
գործածուիլ,verb,"['to be used, consumed, employed, to be used up.']",
գործակալութիւն,noun,"['agency; procuracy, procuration.']",
գործելակերպ,noun,"['tactics, stratagem, way, move, modus operandi.']",
գործնականապէս,adverb,['practically.'],
գործնականացնել,verb,"['to practicalize, to render practical, to put into practice.']",
գործնականօրէն,adverb,['practically.'],
գործնապաշտ,adjective,['pragmatic; pragmatist.'],
գործնապէս,adverb,['practically.'],
գործողութիւն,noun,"['operation, act, proceeding, action.']",
գործունէութիւն,noun,['activity.'],
գումարուիլ,verb,"['to be added, to be assembled, summed, convoked; to assemble.']",
գումարումն,noun,"['addition, summation, assembly, meeting, session.']",
գունատումն,noun,"['discoloration, decolorization, paling.']",
գուշակութիւն,noun,"['divination, soothsaying, augury; presage, prophecy; prediction; guess.']",
գուրգուրանք,noun,"['loving care, caress, endearment.']",
գուրգուրոտ,adjective,"['affectionate, tender, caring, endowed with tenderness, full of affection, full of care.']",
գրագիտութիւն,noun,['literacy; the state or ability of being literate; the skill of reading and writing.'],
գրականութիւն,noun,"['literature, letters; printed matter.']",
գրասենեակ,noun,"['office, bureau.']",
գրաքննադատ,noun,['literary critic.'],
գրաքննութիւն,noun,"['censure, censorship, criticism, blame.']",
գրգռութիւն,noun,"['excitement, irritation, provocation.']",
գրելակերպ,noun,['style of writing.'],
գօտեպնդել,verb,"['to girdle, to surround, to gird; to encourage, to stimulate.']",
դաժանութիւն,noun,"['sharpness, sourness, ill nature, harshness, atrocity, brutality.']",
դաժանօրէն,adverb,"['harshly, severely, in a rough way; inhumanly, atrociously.']",
դամբանական,noun,"['sepulchral; funeral oration, obituary.']",
դանդաղութիւն,noun,"['tardiness, slowness, remissness, idleness.']",
դանդաղօրէն,adverb,"['tardily, slowly.']",
դաշնակցութիւն,noun,"['alliance, confederacy, federation, league, union, coalition; treaty; plot; short form for the Arme",
դառնութիւն,noun,"['bitterness, tartness, sourness; acerbity, disgust, harshness, gall, distaste, vexation.']",
դասալքութիւն,noun,"['desertion, revolt, renegation.']",
դասախօսել,verb,"['to lecture on, to profess, to teach, to practise.']",
դասախօսութիւն,noun,"['lecture, lecturing.']",
դասակարգային,adjective,"['pertaining to class, order, category, social class.']",
դասացուցակ,noun,['class schedule.'],
դասաւանդել,verb,"['to teach, to give lessons.']",
դասաւանդութիւն,noun,"['lecturing, teaching.']",
դասաւանդումն,noun,"['lecturing, teaching.']",
դասաւորել,verb,"['to classify, to categorize, to arrange, to put in order, to sort.']",
դասաւորութիւն,noun,"['classification, assortment, order, arrangement.']",
դասաւորուիլ,verb,"['to be classified, to be categorized, to be arranged, to be put in order, to be sorted.']",
դասաւորումն,noun,"['classification, arrangement.']",
դասընթացք,noun,"['course, studies.']",
դաստիարակութիւն,noun,"['education, instruction, institution.']",
դաստիարակուիլ,verb,"['to be instructed, to be taught, to be educated, to be brought up, to be nurtured.']",
դատապարտելի,adjective,"['condemnable, blamable; criminal, damnable; prosecutable.']",
դատապարտութիւն,noun,"['condemnation, sentence, the act of condemning, reprobation, judgement, perdition.']",
դատապարտուիլ,verb,"['to be condemned, to be under sentence.']",
դատավարութիւն,noun,"['litigation, proceeding, judicial process, action.']",
դատարկութիւն,noun,"['emptiness, voidness, vacuum, laziness; voidance.']",
դատողութիւն,noun,"['judgment, discernment, understanding.']",
դարբնուիլ,verb,"['to be forged, hammered, coined.']",
դարմանումն,noun,"['restoration, treatment.']",
դաւադրութիւն,noun,"['cabal, treachery, plot, machination.']",
դաւաճանել,verb,"['to plot, to betray, to cabal, to deceive.']",
դաւաճանութիւն,noun,"['plot, treachery, ambush, cabal; treason, intrigue, fraud, prevarication.']",
դաւանական,adjective,"['confessional, relating to confessions of faith or doctrinal systems.']",
դափնեպսակ,noun,"['laureate, crowned with laurel, wearing a laurel wreath; wreath made of laurel.']",
դեգերումն,noun,"['temporizing, procrastination, delay, distraction.']",
դեղագործութիւն,noun,"[""pharmacy, apothecary's business.""]",
դեսպանութիւն,noun,"['ambassadorship, embassy, legation; nunciature.']",
դերակատարութիւն,noun,"['acting, role playing; role.']",
դերասանութիւն,noun,"['acting, playing, the work of an actor, histrionism; mime, quackery, puffing; pretense, falsehood, ",
դժբախտութիւն,noun,"['misfortune, mischance, unluckiness, disgrace.']",
դժգոհութիւն,noun,"['displeasure, discontent, dissatisfaction, complaint.']",
