title,inflected_base,part_of_speech,priority,reason,has_meaningful_etymology,has_weak_only_etymology,inferred_confidences,current_sources,query_terms,target_adapters
կնուք,,noun,95,weak-placeholder-etymology,False,True,,complete_etymology_dict,կնուք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կնքել,,verb,95,weak-placeholder-etymology,False,True,,,կնքել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կոալա,,noun,95,weak-placeholder-etymology,False,True,,comprehensive_etymology,կոալա,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կոթող,,noun,95,weak-placeholder-etymology,False,True,,,կոթող,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կոլա,,noun,95,weak-placeholder-etymology,False,True,,,կոլա,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կոլաժ,,noun,95,weak-placeholder-etymology,False,True,,,կոլաժ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կոլոլիկ,,noun,95,weak-placeholder-etymology,False,True,,,կոլոլիկ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կոխել,,verb,95,weak-placeholder-etymology,False,True,,,կոխել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կոկորդ,,noun,95,weak-placeholder-etymology,False,True,,,կոկորդ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կողմնորոշում,,noun,95,weak-placeholder-etymology,False,True,,,կողմնորոշում,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կողպեք,,noun,95,weak-placeholder-etymology,False,True,,complete_etymology_dict,կողպեք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կոճղ,,noun,95,weak-placeholder-etymology,False,True,,,կոճղ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կոմկուս,,noun,95,weak-placeholder-etymology,False,True,,,կոմկուս,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կոմոդ,,noun,95,weak-placeholder-etymology,False,True,,,կոմոդ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կոմունիստ,,noun,95,weak-placeholder-etymology,False,True,,,կոմունիստ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կոմպարտիա,,noun,95,weak-placeholder-etymology,False,True,,,կոմպարտիա,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կոնձի,,noun,95,weak-placeholder-etymology,False,True,,complete_etymology_dict,կոնձի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կոնյակ,,noun,95,weak-placeholder-etymology,False,True,,,կոնյակ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կոնֆլիկտ,,noun,95,weak-placeholder-etymology,False,True,,,կոնֆլիկտ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կոշիկ,,noun,95,weak-placeholder-etymology,False,True,,,կոշիկ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կոշկոճել,,verb,95,weak-placeholder-etymology,False,True,,,կոշկոճել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կոչում,,noun,95,weak-placeholder-etymology,False,True,,,կոչում,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կոպ,,noun,95,weak-placeholder-etymology,False,True,,,կոպ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կոստ,,noun,95,weak-placeholder-etymology,False,True,,complete_etymology_dict,կոստ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կոստյում,,noun,95,weak-placeholder-etymology,False,True,,,կոստյում,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կով,,noun,95,weak-placeholder-etymology,False,True,,,կով,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կովիկ,,noun,95,weak-placeholder-etymology,False,True,,,կովիկ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կոտեմ,,noun,95,weak-placeholder-etymology,False,True,,,կոտեմ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կոտոշ,,noun,95,weak-placeholder-etymology,False,True,,,կոտոշ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կորնչել,,verb,95,weak-placeholder-etymology,False,True,,,կորնչել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կորուսանել,,verb,95,weak-placeholder-etymology,False,True,,,կորուսանել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կուլտուրա,,noun,95,weak-placeholder-etymology,False,True,,,կուլտուրա,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կուխնի,,noun,95,weak-placeholder-etymology,False,True,,,կուխնի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կումիս,,noun,95,weak-placeholder-etymology,False,True,,complete_etymology_dict,կումիս,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կուպր,,noun,95,weak-placeholder-etymology,False,True,,,կուպր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կուտիկ,,noun,95,weak-placeholder-etymology,False,True,,final_batch,կուտիկ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կուր,,noun,95,weak-placeholder-etymology,False,True,,complete_etymology_dict,կուր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կուրաղետապ,,noun,95,weak-placeholder-etymology,False,True,,,կուրաղետապ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կուրաղի,,noun,95,weak-placeholder-etymology,False,True,,,կուրաղի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կուրտիկ,,noun,95,weak-placeholder-etymology,False,True,,final_batch,կուրտիկ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կուրտկա,,noun,95,weak-placeholder-etymology,False,True,,,կուրտկա,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կռիշ,,noun,95,weak-placeholder-etymology,False,True,,,կռիշ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կռիս,,noun,95,weak-placeholder-etymology,False,True,,,կռիս,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կռուփ,,noun,95,weak-placeholder-etymology,False,True,,,կռուփ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կտակել,,verb,95,weak-placeholder-etymology,False,True,,,կտակել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կտավ,,noun,95,weak-placeholder-etymology,False,True,,complete_etymology_dict,կտավ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կտղել,,verb,95,weak-placeholder-etymology,False,True,,,կտղել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կտուց,,noun,95,weak-placeholder-etymology,False,True,,,կտուց,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կտտանք,,noun,95,weak-placeholder-etymology,False,True,,,կտտանք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կրակ,,noun,95,weak-placeholder-etymology,False,True,,,կրակ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կրակահերթ,,noun,95,weak-placeholder-etymology,False,True,,,կրակահերթ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կրակել,,verb,95,weak-placeholder-etymology,False,True,,,կրակել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կրաշաղախ,,noun,95,weak-placeholder-etymology,False,True,,,կրաշաղախ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կրաքար,,noun,95,weak-placeholder-etymology,False,True,,,կրաքար,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կրել,,verb,95,weak-placeholder-etymology,False,True,,,կրել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կրեսլո,,noun,95,weak-placeholder-etymology,False,True,,,կրեսլո,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կրթաթոշակ,,noun,95,weak-placeholder-etymology,False,True,,,կրթաթոշակ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կրծոսկր,,noun,95,weak-placeholder-etymology,False,True,,,կրծոսկր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կրծքավանդակ,,noun,95,weak-placeholder-etymology,False,True,,,կրծքավանդակ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կրկեսամարտիկ,,noun,95,weak-placeholder-etymology,False,True,,,կրկեսամարտիկ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կրնամ,,verb,95,weak-placeholder-etymology,False,True,,auto_fill_script,կրնամ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կցաղետապ,,noun,95,weak-placeholder-etymology,False,True,,,կցաղետապ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
կցել,,verb,95,weak-placeholder-etymology,False,True,,,կցել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հագնել,,verb,95,weak-placeholder-etymology,False,True,,,հագնել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հազարապետ,,noun,95,weak-placeholder-etymology,False,True,,,հազարապետ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հազել,,verb,95,weak-placeholder-etymology,False,True,,,հազել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հալածել,,verb,95,weak-placeholder-etymology,False,True,,,հալածել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հալավ,,noun,95,weak-placeholder-etymology,False,True,,,հալավ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հալվե,,noun,95,weak-placeholder-etymology,False,True,,,հալվե,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հակահերոս,,noun,95,weak-placeholder-etymology,False,True,,,հակահերոս,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հակամակարդիչ,,noun,95,weak-placeholder-etymology,False,True,,,հակամակարդիչ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հակամասնիկ,,noun,95,weak-placeholder-etymology,False,True,,,հակամասնիկ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հակինթ,,noun,95,weak-placeholder-etymology,False,True,,,հակինթ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաղբ,,noun,95,weak-placeholder-etymology,False,True,,,հաղբ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
համազգեստ,,noun,95,weak-placeholder-etymology,False,True,,,համազգեստ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
համալրել,,verb,95,weak-placeholder-etymology,False,True,,,համալրել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
համախտանիշ,,noun,95,weak-placeholder-etymology,False,True,,,համախտանիշ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
համակարգել,,verb,95,weak-placeholder-etymology,False,True,,,համակարգել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
համամ,,noun,95,weak-placeholder-etymology,False,True,,complete_etymology_dict,համամ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
համասեռամոլություն,,noun,95,weak-placeholder-etymology,False,True,,,համասեռամոլություն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
համարիչ,,noun,95,weak-placeholder-etymology,False,True,,,համարիչ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
համացանց,,noun,95,weak-placeholder-etymology,False,True,,,համացանց,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
համբավ,,noun,95,weak-placeholder-etymology,False,True,,,համբավ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
համբար,,noun,95,weak-placeholder-etymology,False,True,,,համբար,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
համբույր,,noun,95,weak-placeholder-etymology,False,True,,,համբույր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
համերգ,,noun,95,weak-placeholder-etymology,False,True,,,համերգ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
համհարզ,,noun,95,weak-placeholder-etymology,False,True,,,համհարզ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
համոզել,,verb,95,weak-placeholder-etymology,False,True,,,համոզել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
համրել,,verb,95,weak-placeholder-etymology,False,True,,,համրել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
համք,,noun,95,weak-placeholder-etymology,False,True,,,համք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հայասերեն,,noun,95,weak-placeholder-etymology,False,True,,,հայասերեն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հայելի,,noun,95,weak-placeholder-etymology,False,True,,,հայելի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հայեցակարգ,,noun,95,weak-placeholder-etymology,False,True,,,հայեցակարգ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հայթայթել,,verb,95,weak-placeholder-etymology,False,True,,,հայթայթել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հայորդի,,noun,95,weak-placeholder-etymology,False,True,,,հայորդի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հայուհի,,noun,95,weak-placeholder-etymology,False,True,,,հայուհի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հայտարարել,,verb,95,weak-placeholder-etymology,False,True,,,հայտարարել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հայրեն,,noun,95,weak-placeholder-etymology,False,True,,,հայրեն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հան,,noun,95,weak-placeholder-etymology,False,True,,,հան,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանգամանք,,noun,95,weak-placeholder-etymology,False,True,,,հանգամանք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանգույց,,noun,95,weak-placeholder-etymology,False,True,,,հանգույց,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանդերձ,,noun,95,weak-placeholder-etymology,False,True,,,հանդերձ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանդիսասրահ,,noun,95,weak-placeholder-etymology,False,True,,,հանդիսասրահ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանդուրժել,,verb,95,weak-placeholder-etymology,False,True,,,հանդուրժել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանել,,verb,95,weak-placeholder-etymology,False,True,,,հանել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանձնել,,verb,95,weak-placeholder-etymology,False,True,,,հանձնել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանրակառք,,noun,95,weak-placeholder-etymology,False,True,,,հանրակառք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հանքաբան,,noun,95,weak-placeholder-etymology,False,True,,,հանքաբան,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաշիվ,,noun,95,weak-placeholder-etymology,False,True,,,հաշիվ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաշմել,,verb,95,weak-placeholder-etymology,False,True,,,հաշմել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաշվարկ,,noun,95,weak-placeholder-etymology,False,True,,,հաշվարկ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաշտություն,,noun,95,weak-placeholder-etymology,False,True,,,հաշտություն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաչել,,verb,95,weak-placeholder-etymology,False,True,,,հաչել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հապաղել,,verb,95,weak-placeholder-etymology,False,True,,,հապաղել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հասմիկ,,noun,95,weak-placeholder-etymology,False,True,,,հասմիկ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հասնել,,verb,95,weak-placeholder-etymology,False,True,,,հասնել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաստատում,,noun,95,weak-placeholder-etymology,False,True,,,հաստատում,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հավալուսն,,noun,95,weak-placeholder-etymology,False,True,,,հավալուսն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հավանոց,,noun,95,weak-placeholder-etymology,False,True,,,հավանոց,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հավատարմագրել,,verb,95,weak-placeholder-etymology,False,True,,,հավատարմագրել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հավատուրաց,,noun,95,weak-placeholder-etymology,False,True,,,հավատուրաց,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հավաքածո,,noun,95,weak-placeholder-etymology,False,True,,,հավաքածո,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հավաքածու,,noun,95,weak-placeholder-etymology,False,True,,,հավաքածու,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հավաքել,,verb,95,weak-placeholder-etymology,False,True,,,հավաքել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հավելում,,noun,95,weak-placeholder-etymology,False,True,,,հավելում,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հավնոց,,noun,95,weak-placeholder-etymology,False,True,,,հավնոց,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հատ,,noun,95,weak-placeholder-etymology,False,True,,,հատ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հատապտուղ,,noun,95,weak-placeholder-etymology,False,True,,,հատապտուղ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հատիկ,,noun,95,weak-placeholder-etymology,False,True,,,հատիկ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հատոր,,noun,95,weak-placeholder-etymology,False,True,,,հատոր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարավ,,noun,95,weak-placeholder-etymology,False,True,,,հարավ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարբենալ,,verb,95,weak-placeholder-etymology,False,True,,,հարբենալ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարգել,,verb,95,weak-placeholder-etymology,False,True,,,հարգել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարդարել,,verb,95,weak-placeholder-etymology,False,True,,,հարդարել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարթուկ,,noun,95,weak-placeholder-etymology,False,True,,,հարթուկ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարթուկել,,verb,95,weak-placeholder-etymology,False,True,,,հարթուկել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարիւր,,noun,95,weak-placeholder-etymology,False,True,,,հարիւր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարկադրել,,verb,95,weak-placeholder-etymology,False,True,,,հարկադրել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարճ,,noun,95,weak-placeholder-etymology,False,True,,,հարճ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարնչել,,verb,95,weak-placeholder-etymology,False,True,,,հարնչել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարս,,noun,95,weak-placeholder-etymology,False,True,,,հարս,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարսանիք,,noun,95,weak-placeholder-etymology,False,True,,,հարսանիք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարսնաքույր,,noun,95,weak-placeholder-etymology,False,True,,,հարսնաքույր,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարվածել,,verb,95,weak-placeholder-etymology,False,True,,,հարվածել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարց,,noun,95,weak-placeholder-etymology,False,True,,,հարց,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հարցազրույց,,noun,95,weak-placeholder-etymology,False,True,,,հարցազրույց,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հաց,,noun,95,weak-placeholder-etymology,False,True,,,հաց,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հացենի,,noun,95,weak-placeholder-etymology,False,True,,,հացենի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հեթիթերեն,,noun,95,weak-placeholder-etymology,False,True,,,հեթիթերեն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հելլեն,,noun,95,weak-placeholder-etymology,False,True,,complete_etymology_dict,հելլեն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հեծնել,,verb,95,weak-placeholder-etymology,False,True,,,հեծնել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հեղափոխել,,verb,95,weak-placeholder-etymology,False,True,,,հեղափոխել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հեղափոխություն,,noun,95,weak-placeholder-etymology,False,True,,,հեղափոխություն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հեն,,noun,95,weak-placeholder-etymology,False,True,,,հեն,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հեռաձայնել,,verb,95,weak-placeholder-etymology,False,True,,,հեռաձայնել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հեռել,,verb,95,weak-placeholder-etymology,False,True,,,հեռել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հեստապար,,noun,95,weak-placeholder-etymology,False,True,,,հեստապար,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հեստապարուհի,,noun,95,weak-placeholder-etymology,False,True,,,հեստապարուհի,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հետաքրքրել,,verb,95,weak-placeholder-etymology,False,True,,,հետաքրքրել,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հետույք,,noun,95,weak-placeholder-etymology,False,True,,,հետույք,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
հերթ,,noun,95,weak-placeholder-etymology,False,True,,,հերթ,nayiri_imaged_dictionary;nisanyan_sozluk;martirosyan_studies_2011_pdf;open_manual_curation
